key,title,year,decision,doi,pubmed_id
rayyan-601300603,Red-flagging multimorbidity clusters for Alzheimer's disease risk using explainable machine learning: Evidence from a national emergency department sample.,2025,Excluded,10.1177/25424823251392474,41180962
rayyan-601300604,Early-fusion hybrid CNN-transformer models for multiclass ovarian tumor ultrasound classification.,2025,Excluded,10.3389/frai.2025.1679310,41169737
rayyan-601300605,Prioritizing Trust in Podiatrists' Preference for AI in Supportive Roles Over Diagnostic Roles in Health Care: Qualitative Interview and Focus Group Study.,2025,Excluded,10.2196/59010,39983118
rayyan-601300606,Identifying Diabetic Macular Edema and Other Retinal Diseases by Optical Coherence Tomography Image and Multiscale Deep Learning.,2020,Excluded,10.2147/DMSO.S288419,33304104
rayyan-601300607,"Artificial intelligence for risk-stratified breast cancer screening: a systematic review of evidence, clinical integration, and ethical implications in risk assessment tools.",2026,Excluded,10.1007/s11547-026-02217-w,42149286
rayyan-601300608,The Case of the Lime-green Stool: A Case Report and Review of Occult Blood Testing in the Emergency Department.,2021,Excluded,10.5811/cpcem.2021.4.51656,34437038
rayyan-601300609,"Predicting distal tibia fracture type using demographic, vehicle, and crash factors via a random forest classification algorithm.",2025,Excluded,10.1080/15389588.2025.2527849,40742882
rayyan-601300610,A Predictive MRI Radiomics Model for Histologic Differentiation in Soft Tissue Sarcomas.,2026,Excluded,10.3390/cancers18101667,42193026
rayyan-601300611,Intuitive Risk Equation for Post-Transplant Bloodstream Infection Prediction: A Symbolic Regression Approach.,2026,Excluded,10.3390/biomedicines14040840,42072381
rayyan-601300612,Distinct Laboratory Test Result Profiles Between SARS-CoV-2 and Seasonable Influenza Infected Patients.,2022,Excluded,,36564060
rayyan-601300613,Acute type A aortic dissection rupture factors prediction using a hybrid ensemble model with feature selection and data augmentation.,2025,Excluded,10.1038/s41598-025-30529-w,41350571
rayyan-601300614,Development and validation of a prediction model for respiratory complications and in-hospital mortality in trauma patients.,2026,Excluded,10.1038/s41598-026-48072-7,41957205
rayyan-601300615,Human-AI collaboration for prehospital trauma triage: Designing the On Scene Injury Severity Prediction (OSISP) model as a clinical decision support system.,2025,Excluded,10.1177/20552076251403207,41393842
rayyan-601300616,SHIELD: An AI Framework for Skeletal Health Intelligence and Early Lesion Detection to Improve Orthopedic Referrals.,2026,Excluded,10.1007/s10916-026-02373-6,41973301
rayyan-601300617,Predicting emergency department disposition using machine learning and large language models to support proactive capacity management: a multicenter retrospective study.,2026,Maybe,10.1186/s12873-026-01487-x,41680681
rayyan-601300618,Flagging high-risk comorbidities in Alzheimer's disease emergency department visits: A machine learning analysis of mortality outcomes.,2026,Excluded,10.1177/13872877251409332,41527759
rayyan-601300619,AI for predicting exacerbations in KIDs with asthma (AIRE-KIDS).,2026,Excluded,10.1038/s41746-026-02824-x,42225895
rayyan-601300620,Measurement properties and clinical interpretability of a Japanese-language version of the remote check system in cochlear implant users.,2026,Excluded,10.1016/j.anl.2026.04.012,42119171
rayyan-601300621,An interpretable weighted ensemble based on routinely collected clinical data for the accurate prediction of axillary lymph node metastasis.,2026,Excluded,10.21037/qims-2025-1-2525,41972059
rayyan-601300622,Digital Eye: Deep Learning for Detecting Physeal Fractures of the Pediatric Distal Radius.,2026,Excluded,10.1016/j.jposna.2025.100291,41488804
rayyan-601300623,Individual Survey Items in Emergency Department Patient Experience Surveys Have Limited Ability to Distinguish Unique Aspects of Care.,2026,Excluded,10.1016/j.annemergmed.2025.09.034,41251651
rayyan-601300624,In-Hospital Mortality Prediction of Patients Requiring Extracorporeal Membrane Oxygenation Using Composite Lactate Metrics and Weight-of-Evidence Modeling.,2026,Excluded,10.1097/XCS.0000000000001900,41773717
rayyan-601300625,Using a Neural Network Architecture for the Prediction of Neurologic Outcome for Out-of-Hospital Cardiac Arrests Using Hospital Level Variables and Novel Physiologic Markers.,2025,Excluded,10.3390/bioengineering12020124,40001644
rayyan-601300626,Data-driven decision support in hospital resource planning: an artificial intelligence-based model proposal for emergency department demand.,2026,Included,10.1016/j.ijmedinf.2026.106483,42143518
rayyan-601300627,Evaluating the Accuracy of the Frysian Questionnaire for Differentiation of Musculoskeletal Complaints for Triage of Musculoskeletal Diseases: Algorithm Development and Validation Study.,2025,Excluded,10.2196/77345,41248315
rayyan-601300628,Novel machine learning fusion architectures integrating electrocardiogram representations: applications to acute coronary event detection.,2026,Excluded,10.1093/ehjdh/ztag062,42169732
rayyan-601300629,Advancing skin cancer detection through deep learning and fusion of patient metadata and skin lesion images.,2026,Excluded,10.1038/s41598-025-26392-4,41530207
rayyan-601300630,Clinical Literature Analysis and Review using Interpretive Transparency (CLARITY): An Exploratory Scaffold for Educational Engagement With Artificial Assistance (AI)-Assisted Evidence Synthesis in Rehabilitation.,2026,Excluded,10.1016/j.apmr.2026.02.003,41747878
rayyan-601300631,Beyond NIHSS and neuroimaging: an interpretable gradient boosting model for predicting in-hospital mortality in ICU patients with acute ischemic stroke.,2026,Maybe,10.1038/s41598-026-51727-0,42092094
rayyan-601300632,Construction and interpretability evaluation of a prediction model for radiographic pneumonia in children at outpatient and emergency departments.,2026,Maybe,10.1016/j.ijmedinf.2026.106440,42000696
rayyan-601300633,A Patient-Level Simulation Tool to Inform Data-Driven Pain Treatment Decisions and Policy in the US Military Health System.,2026,Excluded,10.1016/j.jval.2026.01.021,41679644
rayyan-601300634,Application of Artificial Intelligence to Analyze Blood Biochemical Parameters for Remote Patient Monitoring: Opportunities and Limitations.,2026,Excluded,10.2174/011871529X452443260217074900,41926299
rayyan-601300635,Routine Laboratory Tests Predict 72-h Fatality in Patients With D-Dimer Levels ≥ 2 μg/mL: A Retrospective Cohort Study Comparing Statistical and Machine Learning Models.,2025,Excluded,10.1002/jcla.70091,40899738
rayyan-601300636,Exploring the Feasibility of a Deep Learning Algorithm for Postoperative Outcome Assessment in Unilateral Cleft Lip Repair: A Pilot Study.,2026,Excluded,10.1097/SCS.0000000000012199,41263442
rayyan-601300637,Head-to-Head Comparison of 2 Artificial Intelligence Computer-Aided Triage Solutions for Detecting Intracranial Hemorrhage on Noncontrast Head CT.,2026,Excluded,10.3174/ajnr.A8986,40957692
rayyan-601300638,Explainable machine learning for predicting mechanical ventilation in Alzheimer's patients with pneumonia: a SHAP-guided XGBoost nomogram based on MIMIC-IV.,2026,Excluded,10.1038/s41598-026-48214-x,41974983
rayyan-601300639,Symptom-based diagnostic models for common respiratory viral infections: a machine learning and natural language processing study.,2026,Excluded,10.1016/j.idm.2026.04.006,42182951
rayyan-601300640,Integration of Nitrogen Oxides Into a Triage-Based Index for Predicting Adverse Outcomes in ST-Segment Elevation Myocardial Infarction Patients.,2026,Excluded,10.1016/j.jemermed.2025.12.002,41581298
rayyan-601300641,Should we leave paediatric emergency triage to artificial intelligence? A comparison of ChatGPT 4o and Grok 3.,2026,Included,10.3389/fped.2026.1739217,41782959
rayyan-601300642,Interpretable laboratory-data model for risk stratification of elevated NT-proBNP and its deployment in diagnostic support middleware.,2026,Excluded,10.1177/00045632261438009,41844342
rayyan-601300643,Can images crowdsourced from the internet be used to train generalizable joint dislocation deep learning algorithms?,2022,Excluded,10.1007/s00256-022-04077-7,35624310
rayyan-601300644,Natural language processing to intercept rheumatoid and psoriatic arthritis from clinical notes in the Emergency Department.,2026,Included,10.1177/1759720X261431361,41948113
rayyan-601300645,Automated identification of chest radiographs with referable abnormality with deep learning: need for recalibration.,2020,Excluded,10.1007/s00330-020-07062-7,32661584
rayyan-601300646,MultiDentNet: a unified deep learning framework for multi-class dental condition screening and preliminary oral lesion triage.,2026,Excluded,10.1038/s41598-026-52264-6,42129243
rayyan-601300647,Multimodal deep learning with anatomically constrained attention for screening MRI-detectable TMJ abnormalities from panoramic images.,2026,Excluded,10.1038/s41746-026-02378-y,41577795
rayyan-601300648,Automated Echocardiographic Detection of Congenital Heart Disease Using Artificial Intelligence.,2026,Excluded,10.64898/2026.01.24.26344771,41646737
rayyan-601300649,"Development and temporal validation of an interpretable point score for in-hospital mortality in CLL/SLL using the U.S. National Inpatient Sample, 2016-2022.",2026,Excluded,10.1016/j.leukres.2026.108199,41865503
rayyan-601300650,"Novel Piperidine and 3,4-dihydro-2H-pyrrole Alkaloids from Tilia platyphyllos and Tilia cordata Flowers.",2021,Excluded,10.1055/a-1340-0099,33434940
rayyan-601300651,Development and multi-center validation of a school-home integrated machine learning model for early screening of attention-deficit/hyperactivity disorder in school-aged children.,2026,Excluded,10.1016/j.jad.2026.121247,41620184
rayyan-601300652,Development and evaluation of machine learning models for the detection of emergency department patients with opioid misuse from clinical notes.,2026,Excluded,10.1093/jamiaopen/ooag042,41937806
rayyan-601300653,Surgically Oriented Ultrasound-Based AI of Median Nerve Morphology as a Decision Support for Carpal Tunnel Release: A Calibrated ConvNeXt-CBAM Framework With Supervised Contrastive Warm-Up.,2026,Excluded,10.62713/aic.4332,41537208
rayyan-601300654,'Better Ear' Self-Perception Aligns with Audiometry: Insights from Machine-Learning Modeling.,2026,Excluded,10.4103/nah.nah_248_25,41800690
rayyan-601300655,Uncertainty-Aware Explainable AI for Pancreatic Cysts: Identifying Deep Learning Vulnerabilities and Ensuring Safe Clinical Triage in IPMN Management.,2026,Excluded,10.21203/rs.3.rs-9096790/v1,41890858
rayyan-601300656,"Interpretable Machine Learning for Emergency Department Triage: Clinical Insights from 133,198 Patients Using the Korean Triage and Acuity Scale (KTAS).",2026,Included,10.3390/diagnostics16060954,41897687
rayyan-601300657,Integrating the interpretable machine learning Score For Emergency Risk Prediction (SERP) with emergency department triage to better predict 30-Day mortality.,2026,Maybe,10.15441/ceem.25.253,41928701
rayyan-601300658,A multimodal deep learning model for predicting impending rupture in symptomatic abdominal aortic aneurysms using CTA and clinical data.,2026,Excluded,10.3389/fcvm.2026.1771669,42022533
rayyan-601300659,Development and validation of a machine learning model for colorectal cancer status classification using NHANES data: A cross-sectional study.,2026,Excluded,10.1097/MD.0000000000049114,42260815
rayyan-601300660,Development and temporal validation of machine learning models for predicting clinically relevant medication reconciliation discrepancies at the emergency department: A single-center retrospective study.,2026,Excluded,10.1016/j.ijmedinf.2026.106309,41628517
rayyan-601300661,Empirical Comparison of Causal Machine Learning and Post-Hoc AI Interpretability Models for Risk Factor Analysis: An Application to Medical Specialty Choice.,2026,Excluded,10.3233/SHTI260654,42175322
rayyan-601300662,Evaluating the clinical safety of large language models in oral cancer-related patient communication: a repeated-prompt observational study.,2026,Excluded,10.1186/s12903-026-08530-0,42087133
rayyan-601300663,Injury incidence and patterns associated with electric scooter accidents in a major metropolitan city.,2021,Excluded,10.1016/j.clinimag.2021.02.005,33609855
rayyan-601300664,Rapid prediction of cerebral edema on CT scan after traumatic brain injury.,2026,Excluded,10.1136/tsaco-2025-002021,41971763
rayyan-601300665,Machine learning and dose response effect models: an integrated approach to analyze the association between environmental variables and Cuneo Emergency Department admissions for Acute Otitis Media (2007-2015).,2026,Excluded,10.1007/s00484-026-03226-0,42154319
rayyan-601300666,Evaluation of the efficacy of a self-training programme in focus cardiac ultrasound with simulator.,2019,Excluded,10.1016/j.acvd.2019.06.001,31350012
rayyan-601300667,"Prediction of hospital admission from the emergency department: Clinician involvement, intended use, and interpretability.",2021,Excluded,10.1016/j.ijmedinf.2021.104585,34601239
rayyan-601300668,Noninvasive prescreening of pediatric adenoid hypertrophy using quantified MFCC statistics and clinical features: development and external validation.,2026,Excluded,10.3389/fbioe.2026.1740863,41725952
rayyan-601300669,Explainable prediction of MDR/RR-TB in tuberculosis-diabetes mellitus multimorbidity: a machine learning model developed and validated in a dual-center study.,2026,Excluded,10.1186/s12879-026-13480-7,42062970
rayyan-601300670,Development and Validation of a Novel Deep Learning-Based Model for Detection of Diabetic Kidney Disease from Retinal Imaging Using a Weighted Loss Method.,2026,Excluded,10.2147/OPTH.S586474,42028097
rayyan-601300671,FibroAgent: An Agentic AI Tool for Liver Fibrosis Screening and Clinical Decision Support in Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD).,2026,Excluded,10.7759/cureus.106372,42083670
rayyan-601300672,Large Language Model Automated Extraction of Clinical Signs and Symptoms From Emergency Department Reports for Machine Learning Prediction Models: Development and Validation Study.,2026,Excluded,10.2196/81500,42076868
rayyan-601300673,Comparative performance of manual triage systems and ML models in predicting clinical outcomes among patients transported to the emergency department by emergency medical services.,2026,Maybe,10.1186/s12873-026-01595-8,42032461
rayyan-601300674,Motorized scooter injuries in the era of scooter-shares: A review of the national electronic surveillance system.,2019,Excluded,10.1016/j.ajem.2019.03.049,30952603
rayyan-601300675,A Simple Gain-Based Evaluation of the Video Head Impulse Test Reliably Detects Normal Vestibulo-Ocular Reflex Indicative of Stroke in Patients With Acute Vestibular Syndrome.,2021,Excluded,10.3389/fneur.2021.741859,34777209
rayyan-601300676,Assessment of the Technical Interpretability of Prehospital ECGs Performed by Medical and Nonmedical Teams in a French Emergency Medical System: A Descriptive Pilot Study.,2026,Excluded,10.1155/emmi/7380174,42170007
rayyan-601300677,Associations of blood cell indices with the risk of ankylosing spondylitis: A retrospective case-control and machine learning modeling study.,2026,Excluded,10.1177/20503121261424338,41727886
rayyan-601300678,"A complete blood count-based machine learning model for rapid differentiation of aplastic anemia, immune thrombocytopenia, and myelodysplastic syndromes in routine clinical practice.",2026,Excluded,10.1016/j.plabm.2026.e00526,41867472
rayyan-601300679,Preoperative deep vein thrombosis in tibial plateau fractures: development and internal validation of an interpretable multivariable machine-learning diagnostic model.,2026,Excluded,10.3389/fmed.2026.1730477,41767515
rayyan-601300680,Comparative predictive performance of anticholinergic burden scales for anticholinergic-related hospitalisation and emergency department visits in older adults: a population-based study of model development and temporal validation.,2026,Excluded,10.1007/s11096-026-02145-9,41995941
rayyan-601300681,Application of convolutional neural networks for distal radio-ulnar fracture detection on plain radiographs in the emergency room.,2021,Excluded,10.15441/ceem.20.091,34237817
rayyan-601300682,"Feasibility of using a transition diabetes team to commence injectable therapies postdischarge from a tertiary hospital: a pilot, randomised controlled trial.",2019,Excluded,10.1136/bmjopen-2018-023583,31542730
rayyan-601300683,Leveraging Large Language Models for Automating Outpatients' Message Classifications of Electronic Medical Records.,2025,Excluded,10.3390/healthcare13233052,41373269
rayyan-601300684,Performance of machine learning algorithms in predicting the need for surgical fixation in pediatric craniomaxillofacial trauma.,2026,Excluded,10.1016/j.ijom.2025.10.005,41111021
rayyan-601300685,Determining the Need for Computed Tomography Scan Following Blunt Chest Trauma through Machine Learning Approaches.,2021,Excluded,10.22037/aaem.v9i1.1060,33681820
rayyan-601300686,Does Provider Identity at Triage Improve Machine Learning Prediction of Hospital Admission? A Comparative Analysis of Ten Supervised Classifiers with SHAP Explainability.,2026,Excluded,10.3390/jpm16040204,42042571
rayyan-601300687,Development of a deep learning based framework for classification of Indian venomous snakes integrated with explainable artificial intelligence for primary and emergency care providers.,2026,Excluded,10.1371/journal.pntd.0014147,42247465
rayyan-601300688,Multimodal Learning with Privileged Report Supervision for Generalizable Tuberculosis Detection on Chest Radiographs.,2026,Excluded,10.1007/s10916-026-02368-3,41957286
rayyan-601300689,From T-cell sensitization to molecular-intelligent stratification: a roadmap for precision diagnosis of latent tuberculosis infection.,2026,Excluded,10.1128/cmr.00258-25,41910258
rayyan-601300690,"Integrated molecular and clinical profiling of primary mitochondrial oxidative phosphorylation disorders in an Indian cohort: Insights from genetics, neuroimaging, and machine learning.",2026,Excluded,10.1016/j.mito.2026.102150,41850596
rayyan-601300691,Predicting orchiectomy in testicular torsion using hybrid machine learning and explainable AI: a web-based clinical decision support system.,2026,Excluded,10.1007/s00345-026-06448-4,42257858
rayyan-601300692,Posttraumatic stress disorder (PTSD) in a sample of patients evaluated for acute coronary syndrome: A factor analysis of the PTSD checklist for DSM-5 (PCL-5).,2025,Excluded,10.1016/j.jad.2024.10.007,39374739
rayyan-601300693,Context-Guided Mixture-of-Experts with Multimodal LLMs for Lesion Detection in Buccal Mucosa Images.,2026,Excluded,10.1016/j.identj.2026.109575,42030750
rayyan-601300694,Identification of a potential fibromyalgia diagnosis using random forest modeling applied to electronic medical records.,2015,Excluded,10.2147/jpr.s8256,26089700
rayyan-601300695,"Adolescent help-seeking on a psychological support hotline: latent classes, predictors, and distal outcomes.",2025,Excluded,10.3389/fpsyt.2025.1723286,41561999
rayyan-601300696,Optimized CNN-based facial analysis for depression detection: Managing mental disorder in education.,2026,Excluded,10.1016/j.brainresbull.2026.111829,41845968
rayyan-601300697,An Explainable AI Tool (FibroX) for Detecting Advanced Liver Fibrosis in Adults With Type 2 Diabetes: Protocol for a Pilot Crossover Trial.,2026,Excluded,10.2196/90456,41974444
rayyan-601300698,Which explanations do clinicians prefer? A comparative evaluation of XAI understandability and actionability in predicting the need for hospitalization.,2025,Excluded,10.1186/s12911-025-03045-0,40671048
rayyan-601300699,Clinically Deployable Handwriting Biomarkers of Parkinson's Disease via Multiscale Attention and Bayesian-Genetic Optimization.,2026,Excluded,10.1002/brb3.71457,42050861
rayyan-601300700,Zero-Shot Lung Disease Detection Using Radiological Symptomatic Descriptors and Pretrained Neural Networks.,2026,Excluded,10.1007/s10278-026-01914-2,41912958
rayyan-601300701,Diagnostic accuracy of Dual-Energy CT in detecting traumatic vertebral bone marrow edema: a prospective comparative study with MRI in the context of a level I trauma center.,2025,Excluded,10.1007/s00234-025-03763-2,40982062
rayyan-601300702,Simulation of various randomization strategies for a clinical trial in sickle cell disease.,2016,Excluded,10.1080/10245332.2015.1101966,26868369
rayyan-601300703,Data Assimilation Substitutes for Biological Complexity in Hybrid Influenza Forecasting Models.,2026,Excluded,10.64898/2026.05.19.26353597,42245047
rayyan-601300704,Morphology-guided attention networks for explainable skin cancer detection under clinical uncertainty.,2026,Excluded,10.3389/fonc.2026.1804329,42022332
rayyan-601300705,Determination of the cardiac drug amiodarone and its N-desethyl metabolite in sludge samples.,2015,Excluded,10.1016/j.chroma.2015.03.024,25846262
rayyan-601300706,Serious injury prediction in motor vehicle crashes: a nonlinear modeling approach using trainable B-spline functions.,2026,Excluded,10.1080/15389588.2026.2655342,42102299
rayyan-601300707,Exploring the potential of XAI methods in generating clinically meaningful explanations for glycemia prediction in diabetes patients.,2026,Excluded,10.1186/s12911-026-03420-5,41832504
rayyan-601300708,MSAT: a FAERS-informed heterogeneous graph neural network for pharmacovigilance prediction of Chinese materia medica-associated adverse drug reactions.,2026,Excluded,10.3389/fphar.2026.1774128,41836021
rayyan-601300709,Automated detection of C-shaped canals in mandibular second molars from panoramic radiographs: comparing single and ensemble convolutional neural networks within a 2-stage pipeline.,2026,Excluded,10.1007/s00784-026-06868-x,42020627
rayyan-601300710,Applying User-Centered Design to Develop a Prescriber Feedback Tool in Acute Outpatient Care Settings at the Veterans Health Administration.,2026,Excluded,10.1055/a-2866-4361,42119699
rayyan-601300711,"Negative-control-anchored urinary microbiome profiling with absolute 16S quantification: a pilot study in newly diagnosed, treatment-naive bladder cancer and healthy individuals.",2026,Excluded,10.1093/femsle/fnag020,41700712
rayyan-601300712,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,2024,Excluded,10.1177/17407745231205577,38140900
rayyan-601300713,Development and validation of an interpretable machine learning model for retrospective identification of suspected infection for sepsis surveillance: a multicentre cohort study.,2025,Excluded,10.1016/j.eclinm.2025.103401,40823498
rayyan-601300714,Early prediction of renal replacement therapy within 24 hours after septic shock recognition in the emergency department using machine learning: a retrospective analysis of a prospectively collected multicenter registry.,2026,Excluded,10.1186/s12873-026-01558-z,41896754
rayyan-601300715,,2020,Excluded,10.25302/06.2020.ME.131007682,41118475
rayyan-601300716,A Machine Learning Approach to Predicting Radiographic Outcomes of Nonsurgically Treated Distal Radius Fractures.,2026,Excluded,10.5435/JAAOS-D-25-01150,41490406
